head	relation	tail
https://w3id.org/hi-ontology#Statistical	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Method
https://w3id.org/hi-ontology#ClinicalNeurodiagnosticContext	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Context
https://w3id.org/hi-ontology#CulturalHeritageSteward	https://w3id.org/hi-ontology#operatesInContext	https://w3id.org/hi-ontology#ArchivalCurationContext
https://w3id.org/hi-ontology#CollaborativeLearningPlanInteraction_01	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Interaction
https://w3id.org/hi-ontology#CulturalHeritageSteward	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#CulturalStewardship
https://w3id.org/hi-ontology#towardsGoal	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#ObjectProperty
https://w3id.org/hi-ontology#HILLInspectionExecution	https://w3id.org/hi-ontology#realizesTask	https://w3id.org/hi-ontology#LatentSpaceInspectionTask
https://w3id.org/hi-ontology#HealthcarePolicyContext	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Context
https://w3id.org/hi-ontology#towardsGoal	http://www.w3.org/2000/01/rdf-schema#domain	https://w3id.org/hi-ontology#TaskExecution
https://w3id.org/hi-ontology#DecisionEvent_MoralJudgement	https://w3id.org/hi-ontology#hasInteractionEpisode	https://w3id.org/hi-ontology#Interaction_MoralJudgement
https://w3id.org/hi-ontology#CodeGenerationExecution_01	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#CodeGenerationController
https://w3id.org/hi-ontology#EducationalPlanningExecution	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#LeahTeacher
https://w3id.org/hi-ontology#DesignerUser	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#HumanAgent
https://w3id.org/hi-ontology#hasHITeam	http://www.w3.org/2000/01/rdf-schema#range	https://w3id.org/hi-ontology#HITeam
https://w3id.org/hi-ontology#CodeGenerationInteraction_01	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#CodeGenerationController
https://w3id.org/hi-ontology#AutonomousCausalLearner	https://w3id.org/hi-ontology#operatesInContext	https://w3id.org/hi-ontology#SimulatedWorldContext
https://w3id.org/hi-ontology#DAG20RandomStrategyExperiment	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Experiment
https://w3id.org/hi-ontology#ABSSSimulationSystem	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#ProduceSimulationInsights
https://w3id.org/hi-ontology#VRDialogueTeam	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#HITeam
https://w3id.org/hi-ontology#TherapeuticExpertise	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Capability
https://w3id.org/hi-ontology#DecisionEvent_GazeInteraction1	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#TaskExecution
https://w3id.org/hi-ontology#HILLExperiment	https://w3id.org/hi-ontology#hasMetricTested	https://w3id.org/hi-ontology#UsabilityMetric
https://w3id.org/hi-ontology#hasGoal	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#ObjectProperty
https://w3id.org/hi-ontology#BiometricsAndForensicsDomain	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Domain
https://w3id.org/hi-ontology#DecisionEvent_PolicySimulation	https://w3id.org/hi-ontology#hasOutputData	https://w3id.org/hi-ontology#Recommendation_PolicyOption
https://w3id.org/hi-ontology#hasGoalConcept	http://www.w3.org/2000/01/rdf-schema#domain	https://w3id.org/hi-ontology#Goal
https://w3id.org/hi-ontology#hasMetricConcept	http://www.w3.org/2000/01/rdf-schema#range	http://www.w3.org/2004/02/skos/core#Concept
https://w3id.org/hi-ontology#allowsTask	http://www.w3.org/2000/01/rdf-schema#range	https://w3id.org/hi-ontology#Task
https://w3id.org/hi-ontology#DecisionEvent_MoralJudgement	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#TaskExecution
https://w3id.org/hi-ontology#FaceMatchingDecisionSupportSystem	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#ComputeInteractionMetrics
https://w3id.org/hi-ontology#isAssignedToTask	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#ObjectProperty
https://w3id.org/hi-ontology#LongTermDialogueTeam	https://w3id.org/hi-ontology#isInfluencedBy	https://w3id.org/hi-ontology#LongContextInteractionContext
https://w3id.org/hi-ontology#hasMethod	http://www.w3.org/2000/01/rdf-schema#range	https://w3id.org/hi-ontology#Method
https://w3id.org/hi-ontology#CausalDiscoveryInteraction	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#HumanExperimenter
https://w3id.org/hi-ontology#ContinuousLearning	https://w3id.org/hi-ontology#allowsTask	https://w3id.org/hi-ontology#CrossCheckThreatPredictionTask
https://w3id.org/hi-ontology#hasInteractionModalityConcept	http://www.w3.org/2000/01/rdf-schema#range	http://www.w3.org/2004/02/skos/core#Concept
https://w3id.org/hi-ontology#Data_ArchaeologyRecords	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#ImproveLearningOutcomesGoal	https://w3id.org/hi-ontology#requiresTask	https://w3id.org/hi-ontology#GuidedRobotInteractionTask
https://w3id.org/hi-ontology#ProduceSimulationInsights	https://w3id.org/hi-ontology#allowsTask	https://w3id.org/hi-ontology#InterpretSimulationResultsTask
n47762aed17b147d09183eb76ca0fa70bb22	http://www.w3.org/2002/07/owl#onClass	https://w3id.org/hi-ontology#Agent
https://w3id.org/hi-ontology#Negotiation	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Capability
https://w3id.org/hi-ontology#LongTermChatbotMemoryTeam	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#HITeam
https://w3id.org/hi-ontology#AISecuritySystem	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#PatternRecognitionForThreatDetection
https://w3id.org/hi-ontology#NeurosymbolicRepairInteraction_01	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#LLM_Agent
https://w3id.org/hi-ontology#DrEmilyChen	https://w3id.org/hi-ontology#performsExecution	https://w3id.org/hi-ontology#LiteratureCrossReferencingExecution
https://w3id.org/hi-ontology#BrainAgeAssessmentExecution	https://w3id.org/hi-ontology#hasOutputData	https://w3id.org/hi-ontology#BrainAgePredictionOutput
https://w3id.org/hi-ontology#LongTermDialogueExecution_01	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#Chatbot
https://w3id.org/hi-ontology#ABSSWhatIfAnalysisExecution	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#TaskExecution
https://w3id.org/hi-ontology#Justification_EEGSignalAnalysis	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#CollaborativeGameplayTeam	https://w3id.org/hi-ontology#hasMember	https://w3id.org/hi-ontology#ChildUser
https://w3id.org/hi-ontology#ScientificDataProcessing	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Capability
https://w3id.org/hi-ontology#GuidedRobotInteractionTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#TechnologyEnthusiasm
https://w3id.org/hi-ontology#ProteinDiscoveryTeam	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#HITeam
https://w3id.org/hi-ontology#TechnologyEnthusiasm	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Capability
https://w3id.org/hi-ontology#Evidence_MoralDataset	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#HealthcareDomain	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Domain
https://w3id.org/hi-ontology#TrustCalibrationAssessmentData	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#RestoreAccessExecution	https://w3id.org/hi-ontology#realizesTask	https://w3id.org/hi-ontology#RestoreAccessTask
https://w3id.org/hi-ontology#FormalRuleOutputData	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#ClinicalRecommendationExecution_01	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#TaskExecution
https://w3id.org/hi-ontology#DecisionQualityMetric	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Metric
https://w3id.org/hi-ontology#ChatbotUserAgent	https://w3id.org/hi-ontology#operatesInContext	https://w3id.org/hi-ontology#LongTermDialogueContext
https://w3id.org/hi-ontology#GrammarlyAutocorrect	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#ArtificialAgent
https://w3id.org/hi-ontology#PAMAP2SensorData	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#LiteratureReview	https://w3id.org/hi-ontology#allowsTask	https://w3id.org/hi-ontology#LiteratureCrossReferencingTask
https://w3id.org/hi-ontology#FaceMatchingHardSetTask	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Task
https://w3id.org/hi-ontology#hasCapability	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#ObjectProperty
https://w3id.org/hi-ontology#isEligibleForTask	http://www.w3.org/2000/01/rdf-schema#domain	https://w3id.org/hi-ontology#Agent
https://w3id.org/hi-ontology#HITeam	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Class
https://w3id.org/hi-ontology#AI_GazeAwareConversationalAgent	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#Adaptiveness
https://w3id.org/hi-ontology#AI_PolicySimulationAgent	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#Adaptiveness
https://w3id.org/hi-ontology#RestoreAccessExecution	https://w3id.org/hi-ontology#towardsGoal	https://w3id.org/hi-ontology#ImproveCybersecurityResponseGoal
https://w3id.org/hi-ontology#DecisionEvent_CollaborativeGameStrategy	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#Human_User
https://w3id.org/hi-ontology#OntologyRepairTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Transparency
https://w3id.org/hi-ontology#GraphMemoModel_Instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Model
https://w3id.org/hi-ontology#ClinicalDecisionSupportCapability	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Capability
https://w3id.org/hi-ontology#BrainAgePredictionTeam	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#HITeam
https://w3id.org/hi-ontology#SupportCodeAuthoringGoal	https://w3id.org/hi-ontology#requiresTask	https://w3id.org/hi-ontology#CodeGenerationTask
https://w3id.org/hi-ontology#HybridHumanPolicyTeam	https://w3id.org/hi-ontology#hasMember	https://w3id.org/hi-ontology#HealthcarePolicyMaker
https://w3id.org/hi-ontology#DrivingSupportInteraction_01	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#AdultUser
https://w3id.org/hi-ontology#Justification_SimulationResults	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#HILLFrameworkAgent	https://w3id.org/hi-ontology#operatesInContext	https://w3id.org/hi-ontology#InteractiveMLInspectionContext
https://w3id.org/hi-ontology#OntologyEvolutionTeam	https://w3id.org/hi-ontology#hasMember	https://w3id.org/hi-ontology#LLM_Agent
https://w3id.org/hi-ontology#hasPhenomenonConcept	http://www.w3.org/2000/01/rdf-schema#range	http://www.w3.org/2004/02/skos/core#Concept
https://w3id.org/hi-ontology#ClinicalUncertaintyCommunicationUseCase	https://w3id.org/hi-ontology#hasDomain	https://w3id.org/hi-ontology#HealthcareDomain
https://w3id.org/hi-ontology#hasRoleConcept	http://www.w3.org/2000/01/rdf-schema#range	http://www.w3.org/2004/02/skos/core#Concept
https://w3id.org/hi-ontology#TrustCalibrationEvaluation	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Evaluation
https://w3id.org/hi-ontology#ReinforcementLearningSupport	https://w3id.org/hi-ontology#allowsTask	https://w3id.org/hi-ontology#ArchiveVideoSegmentationTask
https://w3id.org/hi-ontology#RobotAgent	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#ArtificialAgent
https://w3id.org/hi-ontology#PatternRecognitionForThreatDetection	https://w3id.org/hi-ontology#allowsTask	https://w3id.org/hi-ontology#BlockSuspiciousTrafficTask
https://w3id.org/hi-ontology#	http://purl.org/dc/elements/1.1/license	https://creativecommons.org/licenses/by/4.0/
https://w3id.org/hi-ontology#RestoreAccessExecution	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#CybersecurityExpert
https://w3id.org/hi-ontology#VRDialogueGoal	https://w3id.org/hi-ontology#requiresTask	https://w3id.org/hi-ontology#GazeAwareDialogueTask
https://w3id.org/hi-ontology#ConsentAndGovernanceNegotiationExecution	https://w3id.org/hi-ontology#towardsGoal	https://w3id.org/hi-ontology#PreserveAndCurateArchivalKnowledgeGoal
https://w3id.org/hi-ontology#Task_GazePersonalization	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Communication
https://w3id.org/hi-ontology#DrivingSupportInteraction_01	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#TeslaAutosteer
https://w3id.org/hi-ontology#CybersecurityExpert	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#SecurityDecisionMaking
https://w3id.org/hi-ontology#DecisionEvent_EnvironmentReconstruction	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#TaskExecution
https://w3id.org/hi-ontology#CybersecurityContextAssessment	https://w3id.org/hi-ontology#allowsTask	https://w3id.org/hi-ontology#BlockSuspiciousTrafficTask
https://w3id.org/hi-ontology#CollaborativeGameplayTeam	https://w3id.org/hi-ontology#hasGoal	https://w3id.org/hi-ontology#EnableCollaborativeGameplayGoal
https://w3id.org/hi-ontology#HumanExperimenter	https://w3id.org/hi-ontology#operatesInContext	https://w3id.org/hi-ontology#SimulatedWorldContext
https://w3id.org/hi-ontology#PersonalizedLearningContext	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Context
https://w3id.org/hi-ontology#hasContextConcept	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#ObjectProperty
https://w3id.org/hi-ontology#DrivingSupportTeam	https://w3id.org/hi-ontology#hasGoal	https://w3id.org/hi-ontology#SupportSafeDrivingGoal
https://w3id.org/hi-ontology#Task_GazePersonalization	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Task
https://w3id.org/hi-ontology#GameplayCoordinationData	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#hasMetricTested	http://www.w3.org/2000/01/rdf-schema#domain	https://w3id.org/hi-ontology#Experiment
https://w3id.org/hi-ontology#GuidedRobotInteractionExecution	https://w3id.org/hi-ontology#evaluatedBy	https://w3id.org/hi-ontology#LearningSupportEvaluation
https://w3id.org/hi-ontology#realizedBy	http://www.w3.org/2002/07/owl#inverseOf	https://w3id.org/hi-ontology#realizesTask
n47762aed17b147d09183eb76ca0fa70bb21	http://www.w3.org/2002/07/owl#onProperty	https://w3id.org/hi-ontology#requiresCapability
https://w3id.org/hi-ontology#Clinician	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://xmlns.com/foaf/0.1/Person
https://w3id.org/hi-ontology#EducationalPlanningExecution	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#TaskExecution
https://w3id.org/hi-ontology#StrategyComparisonEvaluation	https://w3id.org/hi-ontology#hasExperiment	https://w3id.org/hi-ontology#DAG20MinStrategyExperiment
https://w3id.org/hi-ontology#ArchivalFootageDataset	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#Evidence_SimulationParameters	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#WizardOfOzInteraction	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Capability
https://w3id.org/hi-ontology#Communication	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Capability
https://w3id.org/hi-ontology#Justification_GazeBasedPersonalization	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#BrainAgeSupportSystem	https://w3id.org/hi-ontology#performsExecution	https://w3id.org/hi-ontology#BrainAgeAssessmentExecution
https://w3id.org/hi-ontology#GraphMemoAgent	https://w3id.org/hi-ontology#performsExecution	https://w3id.org/hi-ontology#LongTermMemoryRetrievalExecution
https://w3id.org/hi-ontology#LongTermMemoryEvaluation	https://w3id.org/hi-ontology#hasMetricConcept	https://w3id.org/hi-ontology#MemoryRetentionMetric
https://w3id.org/hi-ontology#Task_LifestyleRecommendation	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Adaptiveness
https://w3id.org/hi-ontology#FaceMatchingDecisionSupportSystem	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#ProvideMatchingSuggestions
https://w3id.org/hi-ontology#BlockSuspiciousTrafficExecution	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#TaskExecution
https://w3id.org/hi-ontology#AI_GazeAwareConversationalAgent	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#Communication
https://w3id.org/hi-ontology#GazeAwareDialogueExecution	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#TaskExecution
https://w3id.org/hi-ontology#Evaluation	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Class
https://w3id.org/hi-ontology#GameplayInteraction_01	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Interaction
https://w3id.org/hi-ontology#Task_TrustCalibration	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Transparency
https://w3id.org/hi-ontology#GuidedRobotInteractionTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#ReactiveResponse
https://w3id.org/hi-ontology#QualitativeExpertJudgment	https://w3id.org/hi-ontology#allowsTask	https://w3id.org/hi-ontology#InterpretSimulationResultsTask
https://w3id.org/hi-ontology#ClinicalAIDecisionSupportTool	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#Transparency
https://w3id.org/hi-ontology#CodeGenerationController	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#Responsibility
https://w3id.org/hi-ontology#Recommendation_MoralChoice	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#KnowledgeFormalizationUseCase	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#UseCase
https://w3id.org/hi-ontology#FaceMatchingDecisionSupportModel	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Model
https://w3id.org/hi-ontology#ProgressReportingInteraction_01	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#AssistiveRobot
https://w3id.org/hi-ontology#AssistiveRobot	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#Engagement
https://w3id.org/hi-ontology#DecisionSupportEvaluation	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Evaluation
https://w3id.org/hi-ontology#FaceMatchingHITeam	https://w3id.org/hi-ontology#isInfluencedBy	https://w3id.org/hi-ontology#FaceMatchingStudyContext
https://w3id.org/hi-ontology#AISecuritySystem	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#ContinuousLearning
https://w3id.org/hi-ontology#TechnologyEnthusiasm	https://w3id.org/hi-ontology#allowsTask	https://w3id.org/hi-ontology#EducationalPlanningTask
https://w3id.org/hi-ontology#Data	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Class
https://w3id.org/hi-ontology#SupportHealthcarePolicyDecisionsGoal	https://w3id.org/hi-ontology#requiresTask	https://w3id.org/hi-ontology#RunSocialSimulationsTask
https://w3id.org/hi-ontology#Human_User	https://w3id.org/hi-ontology#operatesInContext	https://w3id.org/hi-ontology#UserState_TrustInAITeammate
https://w3id.org/hi-ontology#DialogueResponseData	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#Interaction_EnvironmentReconstruction	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#AI_PaleoReconstructionAssistant
https://w3id.org/hi-ontology#operatesInContext	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#ObjectProperty
https://w3id.org/hi-ontology#RunSocialSimulationsTask	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Task
https://w3id.org/hi-ontology#GameplayCoordinationExecution_01	https://w3id.org/hi-ontology#hasOutputData	https://w3id.org/hi-ontology#GameplayCoordinationData
https://w3id.org/hi-ontology#DrEmilyChen	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#ResearchCoordination
https://w3id.org/hi-ontology#JointActionTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Collaborativeness
https://w3id.org/hi-ontology#BrainAgeExplanationExecution	https://w3id.org/hi-ontology#evaluatedBy	https://w3id.org/hi-ontology#BrainAgeEvaluation
https://w3id.org/hi-ontology#CausalDiscoveryUseCase	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#UseCase
https://w3id.org/hi-ontology#HILLInspectionExecution	https://w3id.org/hi-ontology#hasInputData	https://w3id.org/hi-ontology#PAMAP2SensorData
https://w3id.org/hi-ontology#ArchiveVideoSegmentationExecution	https://w3id.org/hi-ontology#hasOutputData	https://w3id.org/hi-ontology#TaggedArchivalSegments
https://w3id.org/hi-ontology#Static5Experiment	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Experiment
https://w3id.org/hi-ontology#CodeAssistantTeam	https://w3id.org/hi-ontology#isInfluencedBy	https://w3id.org/hi-ontology#GeometryFriends
https://w3id.org/hi-ontology#DecisionEvent_EnvironmentReconstruction	https://w3id.org/hi-ontology#hasInteractionEpisode	https://w3id.org/hi-ontology#Interaction_EnvironmentReconstruction
https://w3id.org/hi-ontology#OntologyEvolutionTeam	https://w3id.org/hi-ontology#hasMember	https://w3id.org/hi-ontology#Human_Expert
https://w3id.org/hi-ontology#ApplyLinearRegression	https://w3id.org/hi-ontology#allowsTask	https://w3id.org/hi-ontology#EvaluateStrategiesTask
n47762aed17b147d09183eb76ca0fa70bb21	http://www.w3.org/2002/07/owl#onClass	https://w3id.org/hi-ontology#Capability
https://w3id.org/hi-ontology#requiresCapability	http://www.w3.org/2000/01/rdf-schema#range	https://w3id.org/hi-ontology#Capability
https://w3id.org/hi-ontology#Human_Researcher	https://w3id.org/hi-ontology#operatesInContext	https://w3id.org/hi-ontology#UserState_ResearchCognitiveLoad
https://w3id.org/hi-ontology#CulturalHeritageSteward	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://xmlns.com/foaf/0.1/Person
https://w3id.org/hi-ontology#LiteratureReview	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Capability
https://w3id.org/hi-ontology#CodeGenerationExecution_01	https://w3id.org/hi-ontology#hasInteractionEpisode	https://w3id.org/hi-ontology#CodeGenerationInteraction_01
https://w3id.org/hi-ontology#ProteinPredictionExperiment	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Experiment
https://w3id.org/hi-ontology#FormalizationAssistantAgent	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#ArtificialAgent
https://w3id.org/hi-ontology#ABSSWhatIfAnalysisExecution	https://w3id.org/hi-ontology#hasInteractionEpisode	https://w3id.org/hi-ontology#PolicySimulationInteraction
https://w3id.org/hi-ontology#Interaction_PolicySimulation	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#AI_PolicySimulationAgent
https://w3id.org/hi-ontology#hasExperimentConcept	http://www.w3.org/2000/01/rdf-schema#domain	https://w3id.org/hi-ontology#Experiment
https://w3id.org/hi-ontology#Interaction_GazeInteraction1	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Interaction
https://w3id.org/hi-ontology#hasGoal	http://www.w3.org/2000/01/rdf-schema#domain	https://w3id.org/hi-ontology#HITeam
https://w3id.org/hi-ontology#ProduceSimulationInsights	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Capability
https://w3id.org/hi-ontology#AdultUser	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#Communication
https://w3id.org/hi-ontology#LLM_Agent	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#Communication
https://w3id.org/hi-ontology#DrEmilyChen	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#LiteratureReview
https://w3id.org/hi-ontology#ProgressReportingInteraction_01	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#Therapist
https://w3id.org/hi-ontology#OntologyMaintenanceContext	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Context
https://w3id.org/hi-ontology#GeometryFriends	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Context
https://w3id.org/hi-ontology#TrustCalibrationAssessmentTask	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Task
https://w3id.org/hi-ontology#CybersecurityExpert	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#CybersecurityContextAssessment
https://w3id.org/hi-ontology#PolicySimulationAgent	https://w3id.org/hi-ontology#performsExecution	https://w3id.org/hi-ontology#PolicySimulationExecution
n47762aed17b147d09183eb76ca0fa70bb4	http://www.w3.org/1999/02/22-rdf-syntax-ns#first	https://w3id.org/hi-ontology#HITeam
https://w3id.org/hi-ontology#ABSSSimulationSystem	https://w3id.org/hi-ontology#operatesInContext	https://w3id.org/hi-ontology#HealthcarePolicyContext
